"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"death","JUL 2021","202128","18-29","all_types","0","14,572,574","41","20,097,868","0","0.204001738",,,,,"0"
"death","JUL 2021","202128","30-49","all_types","16","29,559,889","353","24,528,906","0.0541274","1.439118402","26.587612634",,,,"0"
"death","JUL 2021","202128","50-64","all_types","57","26,997,005","679","12,641,847","0.211134531","5.371050607","25.438996506",,,,"0"
"death","JUL 2021","202128","65-79","all_types","189","21,692,072","705","4,465,827.3","0.871286062","15.786548665","18.118674617",,,,"1"
"death","JUL 2021","202128","80+","all_types","211","6,326,309","325","1,794,760","3.335278122","18.108270744","5.429313563",,,,"0"
"death","JUL 2021","202128","all_ages_adj","all_types","473","103,474,270","2,104","74,855,403.3","0.45711847","2.81075234","6.148848764","0.290377027","4.046495891","13.935316919","1"
"death","JUL 2021","202128","all_ages_adj","Janssen","61","8,107,946","2,104","74,855,403.3","0.752348375","2.81075234","3.735971835","0.747153917","4.046495891","5.415879915","1"
"death","JUL 2021","202128","all_ages_adj","Moderna","129","40,479,585","2,104","74,855,403.3","0.318679156","2.81075234","8.820006842","0.178155907","4.046495891","22.71322884","1"
"death","JUL 2021","202128","all_ages_adj","Pfizer","282","54,801,848","2,104","74,855,403.3","0.514581187","2.81075234","5.462213564","0.355406399","4.046495891","11.38554596","1"
"death","JUL 2021","202129","12-17","all_types","1","4,581,047","3","11,034,050","0.0218291","0.0271886","1.245521001",,,,"0"
"death","JUL 2021","202129","18-29","all_types","0","14,834,032","78","19,800,856","0","0.393922364",,,,,"0"
"death","JUL 2021","202129","30-49","all_types","20","29,928,703","615","24,089,049","0.066825482","2.553027311","38.204398075",,,,"0"
"death","JUL 2021","202129","50-64","all_types","106","27,203,101","1,127","12,385,488","0.389661458","9.099358863","23.351960205",,,,"0"
"death","JUL 2021","202129","65-79","all_types","304","21,764,021","1,122","4,380,090.3","1.396800711","25.615910247","18.338987124",,,,"1"
"death","JUL 2021","202129","80+","all_types","346","6,342,090","637","1,776,338","5.455614789","35.860292354","6.57309831",,,,"0"
"death","JUL 2021","202129","all_ages_adj","all_types","777","104,652,994","3,582","73,465,871.3","0.742453675","4.875733367","6.567053987","0.47406193","6.99028556","14.74551133","1"
"death","JUL 2021","202129","all_ages_adj","Janssen","100","8,241,175","3,582","73,465,871.3","1.213419203","4.875733367","4.018177193","1.180459963","6.99028556","5.921662555","1"
"death","JUL 2021","202129","all_ages_adj","Moderna","217","40,771,651","3,582","73,465,871.3","0.532232555","4.875733367","9.160907797","0.282022691","6.99028556","24.786252242","1"
"death","JUL 2021","202129","all_ages_adj","Pfizer","459","55,554,654","3,582","73,465,871.3","0.826213408","4.875733367","5.901300222","0.581341363","6.99028556","12.024407689","1"
"death","JUL 2021","202130","12-17","all_types","0","4,827,911","3","10,680,659","0","0.0280882",,,,,"0"
"death","JUL 2021","202130","18-29","all_types","2","15,104,518","109","19,406,813","0.0132411","0.561658424","42.417898859",,,,"0"
"death","JUL 2021","202130","30-49","all_types","41","30,301,891","949","23,485,413","0.135305087","4.040806095","29.864406305",,,,"0"
"death","JUL 2021","202130","50-64","all_types","171","27,409,162","1,681","12,041,992","0.623878979","13.959484444","22.37530822",,,,"0"
"death","JUL 2021","202130","65-79","all_types","459","21,836,368","1,691","4,268,229.3","2.101997915","39.618302606","18.847926694",,,,"1"
"death","JUL 2021","202130","80+","all_types","530","6,358,374","885","1,754,003","8.335464381","50.456014043","6.053173733",,,,"0"
"death","JUL 2021","202130","all_ages_adj","all_types","1,203","105,838,224","5,318","71,637,109.3","1.136640388","7.423526789","6.531112978","0.737216419","10.612560965","14.395448465","1"
"death","JUL 2021","202130","all_ages_adj","Janssen","151","8,379,856","5,318","71,637,109.3","1.801940272","7.423526789","4.119740762","1.786685968","10.612560965","5.939802043","1"
"death","JUL 2021","202130","all_ages_adj","Moderna","333","41,057,379","5,318","71,637,109.3","0.811060053","7.423526789","9.152869457","0.440634878","10.612560965","24.084704814","1"
"death","JUL 2021","202130","all_ages_adj","Pfizer","719","56,315,105","5,318","71,637,109.3","1.27674449","7.423526789","5.814418506","0.910920882","10.612560965","11.65036522","1"
"death","AUG 2021","202131","12-17","all_types","0","5,051,652","14","10,270,006","0","0.136319297",,,,,"0"
"death","AUG 2021","202131","18-29","all_types","2","15,351,567","129","18,960,448","0.013028","0.680363671","52.223242378",,,,"0"
"death","AUG 2021","202131","30-49","all_types","45","30,645,520","1,138","22,798,818","0.146840386","4.991486839","33.99260217",,,,"0"
"death","AUG 2021","202131","50-64","all_types","207","27,605,658","2,279","11,665,857","0.749846282","19.535641488","26.052861726",,,,"0"
"death","AUG 2021","202131","65-79","all_types","615","21,905,126","2,229","4,150,119.45","2.807562029","53.709297452","19.130226472",,,,"1"
"death","AUG 2021","202131","80+","all_types","735","6,373,724","1,165","1,729,774","11.531719918","67.349838765","5.840398418",,,,"0"
"death","AUG 2021","202131","all_ages_adj","all_types","1,604","106,933,247","6,954","69,575,022.45","1.500001211","9.994966232","6.663305442","0.972195307","14.27035037","14.678481025","1"
"death","AUG 2021","202131","all_ages_adj","Janssen","190","8,500,599","6,954","69,575,022.45","2.235136606","9.994966232","4.471747366","2.090592862","14.27035037","6.825982537","1"
"death","AUG 2021","202131","all_ages_adj","Moderna","480","41,310,267","6,954","69,575,022.45","1.16193875","9.994966232","8.601973411","0.612436761","14.27035037","23.300936987","1"
