"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"death","JAN 2022","202202","80+","all_types","2,607","6,839,969","2,708","1,111,796.95","38.114207828","243.569655412","6.39052126",,,,"1"
"death","JAN 2022","202202","all_ages_adj","all_types","5,500","133,806,048.7","7,523","58,228,449.7","4.110427035","12.919801298","3.143177385","2.712907963","25.686947703","9.46841841","1"
"death","JAN 2022","202202","all_ages_adj","Janssen","552","10,391,844","7,523","58,228,449.7","5.31185803","12.919801298","2.432256514","5.42805501","25.686947703","4.732256334","1"
"death","JAN 2022","202202","all_ages_adj","Moderna","2,245","47,500,755","7,523","58,228,449.7","4.726240667","12.919801298","2.733631698","2.392509408","25.686947703","10.73640405","1"
"death","JAN 2022","202202","all_ages_adj","Pfizer","2,699","75,817,866","7,523","58,228,449.7","3.559846963","12.919801298","3.629313685","2.76404684","25.686947703","9.293238934","1"
"death","JAN 2022","202203","5-11","all_types","0","3,150,211","2","14,171,202","0","0.0141131",,,,,"0"
"death","JAN 2022","202203","12-17","all_types","2","9,000,979","2","6,720,975","0.0222198","0.0297576","1.33923709",,,,"0"
"death","JAN 2022","202203","18-29","all_types","16","20,751,366","60","12,675,646.45","0.077103358","0.473348639","6.139144288",,,,"1"
"death","JAN 2022","202203","30-49","all_types","157","38,923,095","384","13,703,726.1","0.403359496","2.802157583","6.947047503",,,,"1"
"death","JAN 2022","202203","50-64","all_types","678","32,094,775","1,271","6,715,255.950000001","2.112493389","18.927052215","8.959579384",,,,"1"
"death","JAN 2022","202203","65-79","all_types","1,852","23,798,634.7","2,679","2,244,649.7","7.781959021","119.350471479","15.336815724",,,,"1"
"death","JAN 2022","202203","80+","all_types","2,356","6,847,945","2,450","1,103,117.95","34.404481929","222.097736693","6.455488478",,,,"1"
"death","JAN 2022","202203","all_ages_adj","all_types","5,061","134,567,005.7","6,848","57,334,573.15","3.760951634","11.943927763","3.175772763","2.498551904","23.941037635","9.581965295","1"
"death","JAN 2022","202203","all_ages_adj","Janssen","523","10,428,076","6,848","57,334,573.15","5.015306755","11.943927763","2.381494961","5.155177028","23.941037635","4.644076722","1"
"death","JAN 2022","202203","all_ages_adj","Moderna","2,090","47,643,251","6,848","57,334,573.15","4.386770332","11.943927763","2.722715542","2.258827244","23.941037635","10.59887944","1"
"death","JAN 2022","202203","all_ages_adj","Pfizer","2,439","76,401,010","6,848","57,334,573.15","3.192366174","11.943927763","3.741402806","2.487893675","23.941037635","9.623014792","1"
"death","JAN 2022","202204","5-11","all_types","0","3,446,045","3","13,971,890","0","0.0214717",,,,,"0"
"death","JAN 2022","202204","12-17","all_types","1","9,088,330","6","6,633,510","0.0110031","0.090449852","8.220381065",,,,"0"
"death","JAN 2022","202204","18-29","all_types","19","20,871,401","32","12,522,416.45","0.091033659","0.255541733","2.807112621",,,,"1"
"death","JAN 2022","202204","30-49","all_types","112","39,082,624","313","13,523,761.1","0.286572365","2.314444907","8.076301792",,,,"1"
"death","JAN 2022","202204","50-64","all_types","546","32,180,004","1,139","6,637,861.950000001","1.696705818","17.159139623","10.113208456",,,,"1"
"death","JAN 2022","202204","65-79","all_types","1,406","23,831,027.7","2,184","2,221,052.6","5.899871452","98.331754953","16.666762276",,,,"1"
"death","JAN 2022","202204","80+","all_types","1,851","6,856,024","2,075","1,095,603.95","26.998155199","189.393256569","7.015044368",,,,"1"
"death","JAN 2022","202204","all_ages_adj","all_types","3,935","135,355,455.7","5,752","56,606,096.05","2.907160247","10.16144974","3.495318069","1.941106927","20.192545321","10.402592993","1"
"death","JAN 2022","202204","all_ages_adj","Janssen","382","10,468,605","5,752","56,606,096.05","3.649005765","10.16144974","2.784717371","3.68299675","20.192545321","5.482640006","1"
"death","JAN 2022","202204","all_ages_adj","Moderna","1,633","47,782,010","5,752","56,606,096.05","3.417604241","10.16144974","2.973266951","1.739680927","20.192545321","11.607039549","1"
"death","JAN 2022","202204","all_ages_adj","Pfizer","1,918","77,010,973","5,752","56,606,096.05","2.490554171","10.16144974","4.079995472","1.966653882","20.192545321","10.267462669","1"
"death","FEB 2022","202205","5-11","all_types","0","3,683,561","3","13,831,021","0","0.0216904",,,,,"0"
"death","FEB 2022","202205","12-17","all_types","3","9,168,343","3","6,567,269","0.0327213","0.0456811","1.39606631",,,,"0"
"death","FEB 2022","202205","18-29","all_types","6","20,974,611","28","12,401,494.45","0.028606","0.225779241","7.892719575",,,,"1"
"death","FEB 2022","202205","30-49","all_types","77","39,217,028","198","13,384,742.1","0.196343282","1.47929634","7.534234544",,,,"1"
"death","FEB 2022","202205","50-64","all_types","366","32,250,255","770","6,584,426.6","1.134874748","11.694260515","10.304450373",,,,"1"
"death","FEB 2022","202205","65-79","all_types","1,090","23,856,929.7","1,574","2,205,022.6","4.568903097","71.382488325","15.623550512",,,,"1"
"death","FEB 2022","202205","80+","all_types","1,204","6,862,549","1,500","1,090,257.95","17.544501322","137.582119901","7.841894014",,,,"1"
"death","FEB 2022","202205","all_ages_adj","all_types","2,746","136,013,276.7","4,076","56,064,233.7","2.018920554","7.270232251","3.601049202","1.340491934","14.478874037","10.801164609","1"
"death","FEB 2022","202205","all_ages_adj","Janssen","271","10,497,753","4,076","56,064,233.7","2.581504823","7.270232251","2.816276842","2.609172579","14.478874037","5.549220528","1"
"death","FEB 2022","202205","all_ages_adj","Moderna","1,177","47,899,503","4,076","56,064,233.7","2.457228001","7.270232251","2.958712927","1.243244189","14.478874037","11.646041999","1"
"death","FEB 2022","202205","all_ages_adj","Pfizer","1,296","77,522,820","4,076","56,064,233.7","1.67176581","7.270232251","4.348834153","1.30831405","14.478874037","11.066818423","1"
"death","FEB 2022","202206","5-11","all_types","1","3,942,976","2","13,692,256","0.0253616","0.0146068","0.575942489",,,,"0"
"death","FEB 2022","202206","12-17","all_types","0","9,251,523","4","6,503,211","0","0.0615081",,,,,"0"
"death","FEB 2022","202206","18-29","all_types","5","21,078,513","20","12,296,275.45","0.0237208","0.162650878","6.856877299",,,,"1"
"death","FEB 2022","202206","30-49","all_types","59","39,349,816","131","13,259,653.1","0.149937169","0.987959481","6.589156578",,,,"1"
"death","FEB 2022","202206","50-64","all_types","222","32,316,061","552","6,539,960.6","0.686964912","8.440417821","12.286534107",,,,"1"
"death","FEB 2022","202206","65-79","all_types","752","23,880,513.7","1,182","2,189,775.6","3.149010986","53.97813365","17.141297342",,,,"1"
"death","FEB 2022","202206","80+","all_types","849","6,868,246","1,054","1,085,319.95","12.361234586","97.114219636","7.856352775",,,,"1"
"death","FEB 2022","202206","all_ages_adj","all_types","1,888","136,687,648.7","2,945","55,566,451.7","1.381251355","5.299960516","3.837071722","0.924404517","10.593754071","11.460084711","1"
"death","FEB 2022","202206","all_ages_adj","Janssen","164","10,522,574","2,945","55,566,451.7","1.558554019","5.299960516","3.400562605","1.65840172","10.593754071","6.387929984","1"
"death","FEB 2022","202206","all_ages_adj","Moderna","794","48,004,502","2,945","55,566,451.7","1.654011534","5.299960516","3.204306866","0.839918998","10.593754071","12.612828251","1"
"death","FEB 2022","202206","all_ages_adj","Pfizer","927","78,067,983","2,945","55,566,451.7","1.187426605","5.299960516","4.463400512","0.94489152","10.593754071","11.211608791","1"
"death","FEB 2022","202207","5-11","all_types","0","4,188,568","0","13,598,961","0","0",,,,,"0"
"death","FEB 2022","202207","12-17","all_types","0","9,331,126","1","6,458,362","0","0.0154838",,,,,"0"
"death","FEB 2022","202207","18-29","all_types","2","21,184,510","14","12,211,285.45","0.0094409","0.114648045","12.143813246",,,,"1"
"death","FEB 2022","202207","30-49","all_types","40","39,481,367","94","13,161,911.1","0.101313615","0.714182001","7.049220417",,,,"1"
"death","FEB 2022","202207","50-64","all_types","157","32,376,845","380","6,508,064.6","0.48491445","5.838909466","12.041112532",,,,"1"
"death","FEB 2022","202207","65-79","all_types","503","23,900,936.7","731","2,178,944.6","2.104520029","33.548351803","15.941094092",,,,"1"
"death","FEB 2022","202207","80+","all_types","549","6,873,292","629","1,081,503.95","7.987438916","58.159750595","7.281401612",,,,"1"
"death","FEB 2022","202207","all_ages_adj","all_types","1,251","137,336,644.7","1,849","55,199,032.7","0.910900367","3.34969638","3.677346615","0.609534053","6.63310637","10.882257251","1"
"death","FEB 2022","202207","all_ages_adj","Janssen","104","10,542,984","1,849","55,199,032.7","0.986437995","3.34969638","3.395749552","0.988234139","6.63310637","6.71207977","1"
"death","FEB 2022","202207","all_ages_adj","Moderna","571","48,109,636","1,849","55,199,032.7","1.186872418","3.34969638","2.822288503","0.611991907","6.63310637","10.838552423","1"
"death","FEB 2022","202207","all_ages_adj","Pfizer","574","78,591,955","1,849","55,199,032.7","0.730354653","3.34969638","4.586396988","0.579822613","6.63310637","11.439889068","1"
"death","FEB 2022","202208","5-11","all_types","0","4,406,111","0","13,507,019","0","0",,,,,"0"
"death","FEB 2022","202208","12-17","all_types","0","9,405,300","1","6,415,998","0","0.015586",,,,,"0"
"death","FEB 2022","202208","18-29","all_types","2","21,287,549","10","12,137,569.45","0.0093952","0.082388818","8.769279998",,,,"1"
"death","FEB 2022","202208","30-49","all_types","13","39,605,441","70","13,077,611.95","0.0328238","0.535265921","16.307263722",,,,"1"
"death","FEB 2022","202208","50-64","all_types","102","32,432,746","242","6,480,093.6","0.314496959","3.734513958","11.874563004",,,,"1"
"death","FEB 2022","202208","65-79","all_types","316","23,919,835.7","497","2,169,432.4","1.321079308","22.909218098","17.341289016",,,,"1"
"death","FEB 2022","202208","80+","all_types","378","6,877,903","446","1,078,371.95","5.495861166","41.358642535","7.525416179",,,,"1"
"death","FEB 2022","202208","all_ages_adj","all_types","811","137,934,885.7","1,266","54,866,096.35","0.587958583","2.307435893","3.924487128","0.392005023","4.564507842","11.64400347","1"
"death","FEB 2022","202208","all_ages_adj","Janssen","75","10,561,934","1,266","54,866,096.35","0.710097223","2.307435893","3.249464747","0.725947502","4.564507842","6.287655555","1"
"death","FEB 2022","202208","all_ages_adj","Moderna","344","48,224,499","1,266","54,866,096.35","0.713330376","2.307435893","3.234736625","0.361763274","4.564507842","12.617388678","1"
"death","FEB 2022","202208","all_ages_adj","Pfizer","392","79,056,972","1,266","54,866,096.35","0.495844946","2.307435893","4.653543233","0.394079638","4.564507842","11.582704107","1"
"death","MAR 2022","202209","5-11","all_types","0","4,571,571","0","13,434,171","0","0",,,,,"0"
"death","MAR 2022","202209","12-17","all_types","0","9,465,214","0","6,380,343","0","0",,,,,"0"
"death","MAR 2022","202209","18-29","all_types","0","21,376,662","5","12,070,867.45","0","0.041422",,,,,"1"
"death","MAR 2022","202209","30-49","all_types","15","39,710,288","51","13,006,445.95","0.0377736","0.392113266","10.38062048",,,,"1"
"death","MAR 2022","202209","50-64","all_types","81","32,478,301","168","6,455,732.6","0.249397282","2.602338269","10.434509334",,,,"1"
"death","MAR 2022","202209","65-79","all_types","228","23,935,867.7","343","2,161,202.4","0.952545372","15.870794887","16.661458189",,,,"1"
"death","MAR 2022","202209","80+","all_types","294","6,882,054","290","1,075,377.95","4.271980429","26.967262998","6.312590482",,,,"1"
"death","MAR 2022","202209","all_ages_adj","all_types","618","138,419,957.7","857","54,584,140.35","0.44646741","1.570053123","3.516613055","0.300844935","3.10754001","10.329374523","1"
"death","MAR 2022","202209","all_ages_adj","Janssen","42","10,580,886","857","54,584,140.35","0.396942184","1.570053123","3.955369787","0.405959696","3.10754001","7.654799337","1"
"death","MAR 2022","202209","all_ages_adj","Moderna","267","48,315,889","857","54,584,140.35","0.552613241","1.570053123","2.841142786","0.282155731","3.10754001","11.013563333","1"
"death","MAR 2022","202209","all_ages_adj","Pfizer","309","79,432,194","857","54,584,140.35","0.389011035","1.570053123","4.036011787","0.312930871","3.10754001","9.930436088","1"
"death","MAR 2022","202210","5-11","all_types","0","4,702,269","1","13,378,600","0","0.00747462",,,,,"0"
"death","MAR 2022","202210","12-17","all_types","0","9,515,506","1","6,353,171","0","0.0157402",,,,,"0"
"death","MAR 2022","202210","18-29","all_types","0","21,450,822","9","12,016,691.45","0","0.074895823",,,,,"1"
"death","MAR 2022","202210","30-49","all_types","11","39,795,501","38","12,949,615.3","0.0276413","0.293445011","10.616173833",,,,"1"
"death","MAR 2022","202210","50-64","all_types","52","32,515,440","105","6,436,333.6","0.159924024","1.631363545","10.200866053",,,,"1"
"death","MAR 2022","202210","65-79","all_types","157","23,949,173.7","207","2,155,024.4","0.655554976","9.605459688","14.652409078",,,,"1"
"death","MAR 2022","202210","80+","all_types","184","6,885,420","209","1,073,190.95","2.672313381","19.474633102","7.287555883",,,,"1"
"death","MAR 2022","202210","all_ages_adj","all_types","404","138,814,131.7","570","54,362,626.7","0.291036651","1.048514457","3.60268871","0.196106684","2.032114232","10.362289495","1"
"death","MAR 2022","202210","all_ages_adj","Janssen","22","10,595,932","570","54,362,626.7","0.207626852","1.048514457","5.049994493","0.220683619","2.032114232","9.208269462","1"
"death","MAR 2022","202210","all_ages_adj","Moderna","195","48,385,557","570","54,362,626.7","0.403012825","1.048514457","2.601690052","0.200373295","2.032114232","10.141642053","1"
"death","MAR 2022","202210","all_ages_adj","Pfizer","187","79,741,772","570","54,362,626.7","0.234506953","1.048514457","4.471144425","0.190485866","2.032114232","10.668057814","1"
"death","MAR 2022","202211","5-11","all_types","0","4,805,046","1","13,328,730","0","0.00750259",,,,,"0"
"death","MAR 2022","202211","12-17","all_types","0","9,555,862","0","6,326,376","0","0",,,,,"0"
"death","MAR 2022","202211","18-29","all_types","1","21,514,508","7","11,966,568.45","0.00464803","0.0584963","12.585191538",,,,"1"
"death","MAR 2022","202211","30-49","all_types","8","39,869,177","32","12,896,862.3","0.0200656","0.248122367","12.365543207",,,,"1"
"death","MAR 2022","202211","50-64","all_types","32","32,546,441","78","6,418,143.6","0.098321042","1.215304687","12.360575718",,,,"1"
"death","MAR 2022","202211","65-79","all_types","125","23,960,677.7","152","2,148,502.85","0.521688082","7.074693897","13.561156823",,,,"1"
"death","MAR 2022","202211","80+","all_types","147","6,888,401","123","1,070,889.95","2.134022105","11.485774052","5.382218875",,,,"1"
"death","MAR 2022","202211","all_ages_adj","all_types","313","139,140,112.7","393","54,156,073.15","0.224953102","0.725680385","3.225918547","0.151828204","1.40676614","9.265512648","1"
"death","MAR 2022","202211","all_ages_adj","Janssen","24","10,609,380","393","54,156,073.15","0.226214915","0.725680385","3.207924567","0.225180702","1.40676614","6.247276631","1"
"death","MAR 2022","202211","all_ages_adj","Moderna","151","48,445,599","393","54,156,073.15","0.311689819","0.725680385","2.328213306","0.159027933","1.40676614","8.846031695","1"
"death","MAR 2022","202211","all_ages_adj","Pfizer","137","79,994,726","393","54,156,073.15","0.17126129","0.725680385","4.237270332","0.139571682","1.40676614","10.079165886","1"
"death","MAR 2022","202212","5-11","all_types","0","4,883,753","1","13,277,338","0","0.00753163",,,,,"0"
"death","MAR 2022","202212","12-17","all_types","0","9,587,879","0","6,295,227","0","0",,,,,"0"
"death","MAR 2022","202212","18-29","all_types","1","21,566,248","2","11,921,035.45","0.00463688","0.0167771","3.618183687",,,,"1"
"death","MAR 2022","202212","30-49","all_types","7","39,928,961","21","12,848,833.3","0.0175311","0.163438964","9.322782871",,,,"1"
"death","MAR 2022","202212","50-64","all_types","30","32,571,120","59","6,400,592.6","0.092106136","0.921789648","10.00790708",,,,"1"
"death","MAR 2022","202212","65-79","all_types","76","23,970,001.7","122","2,142,741.85","0.317062973","5.69363967","17.957441128",,,,"1"
"death","MAR 2022","202212","80+","all_types","116","6,890,743","99","1,068,725.95","1.683417884","9.263366348","5.502713519",,,,"1"
"death","MAR 2022","202212","all_ages_adj","all_types","230","139,398,705.7","304","53,954,494.15","0.164994358","0.563437772","3.41489114","0.113397307","1.106836845","9.760697767","1"
"death","MAR 2022","202212","all_ages_adj","Janssen","16","10,620,311","304","53,954,494.15","0.150654722","0.563437772","3.739927733","0.168744633","1.106836845","6.559241749","1"
"death","MAR 2022","202212","all_ages_adj","Moderna","115","48,494,422","304","53,954,494.15","0.237140676","0.563437772","2.37596427","0.125361946","1.106836845","8.82912941","1"
"death","MAR 2022","202212","all_ages_adj","Pfizer","99","80,193,788","304","53,954,494.15","0.123450959","0.563437772","4.564061543","0.100304209","1.106836845","11.034799604","1"
"death","MAR 2022","202213","5-11","all_types","0","4,950,290","0","13,231,422","0","0",,,,,"0"
"death","MAR 2022","202213","12-17","all_types","0","9,616,063","1","6,278,912","0","0.0159263",,,,,"0"
"death","MAR 2022","202213","18-29","all_types","2","21,612,869","4","11,881,734.45","0.0092537","0.0336651","3.637998996",,,,"1"
"death","MAR 2022","202213","30-49","all_types","7","39,981,159","12","12,808,540.3","0.0175082","0.093687491","5.35104923",,,,"1"
"death","MAR 2022","202213","50-64","all_types","27","32,592,593","42","6,382,385.6","0.082840908","0.658061149","7.943673775",,,,"1"
"death","MAR 2022","202213","65-79","all_types","74","23,978,472.7","75","2,130,848.85","0.308610148","3.519724076","11.405082118",,,,"1"
"death","MAR 2022","202213","80+","all_types","117","6,892,957","83","1,064,624.95","1.697384736","7.796172727","4.593049861",,,,"1"
"death","MAR 2022","202213","all_ages_adj","all_types","227","139,624,403.7","217","53,778,468.15","0.162579029","0.403507217","2.481914296","0.112346999","0.775149015","6.899597004","1"
"death","MAR 2022","202213","all_ages_adj","Janssen","10","10,630,288","217","53,778,468.15","0.094070829","0.403507217","4.289397923","0.104044121","0.775149015","7.450195238","1"
"death","MAR 2022","202213","all_ages_adj","Moderna","104","48,537,928","217","53,778,468.15","0.21426543","0.403507217","1.883211945","0.110121441","0.775149015","7.039038032","1"
"death","MAR 2022","202213","all_ages_adj","Pfizer","113","80,366,052","217","53,778,468.15","0.140606633","0.403507217","2.869759465","0.115730579","0.775149015","6.697875551","1"
"death","APR 2022","202214","5-11","all_types","0","5,009,659","1","13,206,001","0","0.00757232",,,,,"0"
"death","APR 2022","202214","12-17","all_types","0","9,640,820","0","6,262,096","0","0",,,,,"0"
"death","APR 2022","202214","18-29","all_types","2","21,651,842","2","11,843,727.45","0.0092371","0.0168866","1.828127343",,,,"1"
"death","APR 2022","202214","30-49","all_types","6","40,024,751","13","12,770,099.3","0.0149907","0.101800305","6.790886413",,,,"1"
"death","APR 2022","202214","50-64","all_types","24","32,611,176","44","6,359,925.6","0.073594402","0.691831993","9.400606196",,,,"1"
"death","APR 2022","202214","65-79","all_types","86","23,986,688.7","71","2,111,965.85","0.358532189","3.361796783","9.376554989",,,,"1"
"death","APR 2022","202214","80+","all_types","118","6,895,298","77","1,056,583.95","1.711311099","7.287636728","4.258510759",,,,"1"
"death","APR 2022","202214","all_ages_adj","all_types","236","139,820,234.7","208","53,610,399.15","0.168788159","0.387984427","2.298647189","0.115515815","0.745727756","6.455633429","1"
"death","APR 2022","202214","all_ages_adj","Janssen","24","10,640,297","208","53,610,399.15","0.225557614","0.387984427","1.720112306","0.208170448","0.745727756","3.582294043","1"
"death","APR 2022","202214","all_ages_adj","Moderna","111","48,573,402","208","53,610,399.15","0.228520127","0.387984427","1.697812932","0.118853804","0.745727756","6.274328029","1"
"death","APR 2022","202214","all_ages_adj","Pfizer","101","80,516,868","208","53,610,399.15","0.125439554","0.387984427","3.092999099","0.101940739","0.745727756","7.315306583","1"
"death","APR 2022","202215","5-11","all_types","0","5,057,467","1","13,183,903","0","0.00758501",,,,,"0"
"death","APR 2022","202215","12-17","all_types","0","9,660,596","1","6,249,645","0","0.0160009",,,,,"0"
"death","APR 2022","202215","18-29","all_types","1","21,685,842","6","11,804,417.45","0.0046113","0.0508284","11.02257291",,,,"1"
"death","APR 2022","202215","30-49","all_types","8","40,062,697","15","12,729,943.3","0.0199687","0.117832418","5.900855574",,,,"1"
"death","APR 2022","202215","50-64","all_types","39","32,633,700","44","6,335,722.6","0.119508361","0.69447485","5.811098436",,,,"1"
"death","APR 2022","202215","65-79","all_types","93","24,004,960.7","67","2,092,750.3","0.387419922","3.20152863","8.26371709",,,,"1"
"death","APR 2022","202215","80+","all_types","124","6,900,406","80","1,048,026.95","1.796995713","7.633391489","4.247862938",,,,"1"
"death","APR 2022","202215","all_ages_adj","all_types","265","140,005,668.7","214","53,444,408.6","0.18927805","0.400416069","2.115491302","0.1297092","0.755108811","5.821551697","1"
"death","APR 2022","202215","all_ages_adj","Janssen","15","10,649,498","214","53,444,408.6","0.14085171","0.400416069","2.842820084","0.139549373","0.755108811","5.411051266","1"
"death","APR 2022","202215","all_ages_adj","Moderna","112","48,614,043","214","53,444,408.6","0.230386105","0.400416069","1.738021785","0.118385924","0.755108811","6.378366514","1"
"death","APR 2022","202215","all_ages_adj","Pfizer","137","80,654,115","214","53,444,408.6","0.169861141","0.400416069","2.357314137","0.139398397","0.755108811","5.416911714","1"
"death","APR 2022","202216","5-11","all_types","0","5,094,101","1","13,156,062","0","0.00760106",,,,,"0"
"death","APR 2022","202216","12-17","all_types","0","9,676,811","0","6,231,807","0","0",,,,,"0"
"death","APR 2022","202216","18-29","all_types","0","21,715,870","2","11,772,961.45","0","0.0169881",,,,,"1"
"death","APR 2022","202216","30-49","all_types","10","40,095,738","12","12,697,213.3","0.0249403","0.094508927","3.78940516",,,,"1"
"death","APR 2022","202216","50-64","all_types","39","32,671,557","29","6,314,802.6","0.119369885","0.459238425","3.847188302",,,,"1"
"death","APR 2022","202216","65-79","all_types","102","24,064,860.7","58","2,075,842.3","0.423854521","2.794046542","6.591994198",,,,"1"
"death","APR 2022","202216","80+","all_types","199","6,917,848","88","1,039,900.95","2.876617121","8.462344418","2.941769468",,,,"1"
"death","APR 2022","202216","all_ages_adj","all_types","350","140,236,785.7","190","53,288,589.6","0.249577882","0.356549125","1.428608664","0.172849076","0.691226728","3.999018942","1"
"death","APR 2022","202216","all_ages_adj","Janssen","29","10,657,687","190","53,288,589.6","0.272104069","0.356549125","1.310341026","0.280780288","0.691226728","2.461806463","1"
"death","APR 2022","202216","all_ages_adj","Moderna","150","48,686,482","190","53,288,589.6","0.308093733","0.356549125","1.157274837","0.160895056","0.691226728","4.296134043","1"
"death","APR 2022","202216","all_ages_adj","Pfizer","171","80,807,581","190","53,288,589.6","0.211613809","0.356549125","1.684904813","0.173153375","0.691226728","3.99199108","1"
"death","APR 2022","202217","5-11","all_types","0","5,126,407","1","13,131,361","0","0.00761536",,,,,"0"
"death","APR 2022","202217","12-17","all_types","0","9,691,537","1","6,217,587","0","0.0160834",,,,,"0"
"death","APR 2022","202217","18-29","all_types","2","21,743,432","1","11,741,324.45","0.0091982","0.0085169","0.925936086",,,,"1"
"death","APR 2022","202217","30-49","all_types","14","40,126,455","22","12,664,972.3","0.0348897","0.173707447","4.978760029",,,,"1"
"death","APR 2022","202217","50-64","all_types","41","32,709,338","25","6,294,274.6","0.125346468","0.397186357","3.168708002",,,,"1"
"death","APR 2022","202217","65-79","all_types","142","24,123,521.55","87","2,060,334.3","0.58863711","4.222615718","7.173546569",,,,"1"
"death","APR 2022","202217","80+","all_types","234","6,937,297","126","1,032,054.95","3.373071673","12.208652262","3.619446441",,,,"1"
"death","APR 2022","202217","all_ages_adj","all_types","433","140,457,987.55","263","53,141,908.6","0.308277235","0.494901307","1.605377403","0.212918533","0.984274486","4.622775058","1"
"death","APR 2022","202217","all_ages_adj","Janssen","23","10,665,518","263","53,141,908.6","0.215648223","0.494901307","2.294947302","0.236032694","0.984274486","4.170076897","1"
"death","APR 2022","202217","all_ages_adj","Moderna","161","48,757,408","263","53,141,908.6","0.330206232","0.494901307","1.498764281","0.172402648","0.984274486","5.709161055","1"
"death","APR 2022","202217","all_ages_adj","Pfizer","248","80,955,162","263","53,141,908.6","0.306342417","0.494901307","1.615516752","0.2531576","0.984274486","3.887991063","1"
"death","MAY 2022","202218","5-11","all_types","0","5,155,437","0","13,107,694","0","0",,,,,"0"
"death","MAY 2022","202218","12-17","all_types","0","9,706,385","4","6,204,329","0","0.064471114",,,,,"0"
"death","MAY 2022","202218","18-29","all_types","1","21,768,569","3","11,710,880.45","0.00459378","0.0256172","5.576498478",,,,"1"
"death","MAY 2022","202218","30-49","all_types","11","40,153,655","16","12,633,668.3","0.0273948","0.126645719","4.622989537",,,,"1"
"death","MAY 2022","202218","50-64","all_types","42","32,742,506","40","6,274,928.6","0.128273627","0.637457453","4.969512967",,,,"1"
"death","MAY 2022","202218","65-79","all_types","160","24,169,790.55","93","2,046,543.3","0.661983395","4.544247854","6.864594928",,,,"1"
"death","MAY 2022","202218","80+","all_types","305","6,954,177","149","1,025,033.95","4.385853279","14.536103902","3.314316047",,,,"1"
"death","MAY 2022","202218","all_ages_adj","all_types","519","140,650,519.55","305","53,003,077.6","0.368999703","0.575438284","1.559454596","0.253752705","1.129630152","4.451696988","1"
"death","MAY 2022","202218","all_ages_adj","Janssen","26","10,673,207","305","53,003,077.6","0.243600635","0.575438284","2.362219968","0.272434961","1.129630152","4.146421396","1"
"death","MAY 2022","202218","all_ages_adj","Moderna","212","48,817,456","305","53,003,077.6","0.434270889","0.575438284","1.325067599","0.221851847","1.129630152","5.091822175","1"
"death","MAY 2022","202218","all_ages_adj","Pfizer","280","81,084,471","305","53,003,077.6","0.345318896","0.575438284","1.666396744","0.286503037","1.129630152","3.942820862","1"
"death","MAY 2022","202219","5-11","all_types","0","5,182,223","3","13,083,419","0","0.0229298",,,,,"0"
"death","MAY 2022","202219","12-17","all_types","0","9,721,527","1","6,188,194","0","0.0161598",,,,,"0"
"death","MAY 2022","202219","18-29","all_types","3","21,793,793","6","11,679,815.45","0.0137654","0.0513707","3.731872835",,,,"1"
"death","MAY 2022","202219","30-49","all_types","18","40,180,525","26","12,603,754.3","0.0447978","0.206287741","4.604860959",,,,"1"
"death","MAY 2022","202219","50-64","all_types","63","32,773,897","46","6,255,739.6","0.192226149","0.735324725","3.825310602",,,,"1"
"death","MAY 2022","202219","65-79","all_types","213","24,208,910.55","109","2,033,233.3","0.879841328","5.360919477","6.093052587",,,,"1"
"death","MAY 2022","202219","80+","all_types","350","6,969,562","190","1,018,391.95","5.021836379","18.656863892","3.715147703",,,,"1"
"death","MAY 2022","202219","all_ages_adj","all_types","647","140,830,437.55","381","52,862,547.6","0.45941773","0.720737114","1.568805613","0.315909755","1.403313426","4.442133883","1"
"death","MAY 2022","202219","all_ages_adj","Janssen","45","10,680,450","381","52,862,547.6","0.421330562","0.720737114","1.710621491","0.391111166","1.403313426","3.588016777","1"
"death","MAY 2022","202219","all_ages_adj","Moderna","275","48,872,749","381","52,862,547.6","0.562685762","0.720737114","1.280887421","0.29108498","1.403313426","4.820975058","1"
"death","MAY 2022","202219","all_ages_adj","Pfizer","326","81,205,826","381","52,862,547.6","0.401449029","0.720737114","1.795339039","0.328573083","1.403313426","4.270932396","1"
"death","MAY 2022","202220","5-11","all_types","0","5,206,673","1","13,057,335","0","0.00765853",,,,,"0"
"death","MAY 2022","202220","12-17","all_types","0","9,734,407","1","6,172,147","0","0.0162018",,,,,"0"
"death","MAY 2022","202220","18-29","all_types","1","21,818,587","5","11,647,238.45","0.00458325","0.0429286","9.366420673",,,,"1"
"death","MAY 2022","202220","30-49","all_types","18","40,206,934","23","12,570,818.3","0.0447684","0.182963427","4.086888025",,,,"1"
"death","MAY 2022","202220","50-64","all_types","63","32,804,356","58","6,235,145.6","0.192047666","0.930210836","4.843645621",,,,"1"
"death","MAY 2022","202220","65-79","all_types","205","24,244,090.55","131","2,019,779.3","0.84556688","6.485857143","7.670424774",,,,"1"
"death","MAY 2022","202220","80+","all_types","424","6,983,193","195","1,011,586.95","6.071721059","19.276642507","3.174823467",,,,"1"
